
Thread 1 is wrtting, Tiempo log, 1, 832600 nanosegundos
Thread 2 is writting, Tiempo log, 1, 927400 nanosegundos
Thread 1 is wrtting, Tiempo log, 2, 279400 nanosegundos
Thread 2 is writting, Tiempo log, 2, 242400 nanosegundos
Thread 1 is wrtting, Tiempo log, 3, 213400 nanosegundos
Thread 2 is writting, Tiempo log, 3, 213000 nanosegundos
Thread 1 is wrtting, Tiempo log, 4, 223800 nanosegundos
Thread 2 is writting, Tiempo log, 4, 226800 nanosegundos
Thread 1 is wrtting, Tiempo log, 5, 214300 nanosegundos
Thread 2 is writting, Tiempo log, 5, 213900 nanosegundos
Thread 1 is wrtting, Tiempo log, 6, 230700 nanosegundos
Thread 2 is writting, Tiempo log, 6, 246800 nanosegundos
Thread 1 is wrtting, Tiempo log, 7, 267400 nanosegundos
Thread 2 is writting, Tiempo log, 7, 260100 nanosegundos
Thread 1 is wrtting, Tiempo log, 8, 238000 nanosegundos
Thread 2 is writting, Tiempo log, 8, 249600 nanosegundos
Thread 1 is wrtting, Tiempo log, 9, 246000 nanosegundos
Thread 2 is writting, Tiempo log, 9, 220300 nanosegundos
Thread 1 is wrtting, Tiempo log, 10, 214000 nanosegundos
Thread 2 is writting, Tiempo log, 10, 210600 nanosegundos
Thread 1 is wrtting, Tiempo log, 11, 200400 nanosegundos
Thread 2 is writting, Tiempo log, 11, 201200 nanosegundos
Thread 1 is wrtting, Tiempo log, 12, 214000 nanosegundos
Thread 2 is writting, Tiempo log, 12, 237600 nanosegundos
Thread 1 is wrtting, Tiempo log, 13, 251700 nanosegundos
Thread 1 is wrtting, Tiempo log, 14, 118900 nanosegundos
Thread 2 is writting, Tiempo log, 13, 391200 nanosegundos
Thread 1 is wrtting, Tiempo log, 15, 225700 nanosegundos
Thread 1 is wrtting, Tiempo log, 16, 113500 nanosegundos
Thread 1 is wrtting, Tiempo log, 17, 119100 nanosegundos
Thread 2 is writting, Tiempo log, 14, 538700 nanosegundos
Thread 1 is wrtting, Tiempo log, 18, 244700 nanosegundos
Thread 2 is writting, Tiempo log, 15, 252900 nanosegundos
Thread 1 is wrtting, Tiempo log, 19, 259800 nanosegundos
Thread 2 is writting, Tiempo log, 16, 245500 nanosegundos
Thread 1 is wrtting, Tiempo log, 20, 225400 nanosegundos
Thread 2 is writting, Tiempo log, 17, 247400 nanosegundos
Thread 2 is writting, Tiempo log, 18, 96700 nanosegundos
Thread 2 is writting, Tiempo log, 19, 98400 nanosegundos
Thread 2 is writting, Tiempo log, 20, 88800 nanosegundos
