Thread 1 is wrtting, Tiempo log, 1, 982900 nanosegundos
Thread 2 is writting, Tiempo log, 1, 1104300 nanosegundos
Thread 1 is wrtting, Tiempo log, 2, 284800 nanosegundos
Thread 2 is writting, Tiempo log, 2, 276900 nanosegundos
Thread 1 is wrtting, Tiempo log, 3, 221600 nanosegundos
Thread 2 is writting, Tiempo log, 3, 243500 nanosegundos
Thread 1 is wrtting, Tiempo log, 4, 259900 nanosegundos
Thread 2 is writting, Tiempo log, 4, 245500 nanosegundos
Thread 1 is wrtting, Tiempo log, 5, 247500 nanosegundos
Thread 2 is writting, Tiempo log, 5, 276900 nanosegundos
Thread 1 is wrtting, Tiempo log, 6, 234500 nanosegundos
Thread 2 is writting, Tiempo log, 6, 188700 nanosegundos
Thread 1 is wrtting, Tiempo log, 7, 243400 nanosegundos
Thread 2 is writting, Tiempo log, 7, 311700 nanosegundos
Thread 2 is writting, Tiempo log, 8, 139500 nanosegundos
Thread 1 is wrtting, Tiempo log, 8, 469900 nanosegundos
Thread 2 is writting, Tiempo log, 9, 267400 nanosegundos
Thread 1 is wrtting, Tiempo log, 9, 258700 nanosegundos
Thread 2 is writting, Tiempo log, 10, 281500 nanosegundos
Thread 1 is wrtting, Tiempo log, 10, 294900 nanosegundos
Thread 2 is writting, Tiempo log, 11, 303700 nanosegundos
Thread 1 is wrtting, Tiempo log, 11, 296600 nanosegundos
Thread 2 is writting, Tiempo log, 12, 331500 nanosegundos
Thread 1 is wrtting, Tiempo log, 12, 323500 nanosegundos
Thread 2 is writting, Tiempo log, 13, 356000 nanosegundos
Thread 1 is wrtting, Tiempo log, 13, 346000 nanosegundos
Thread 2 is writting, Tiempo log, 14, 239500 nanosegundos
Thread 1 is wrtting, Tiempo log, 14, 212800 nanosegundos
Thread 2 is writting, Tiempo log, 15, 204100 nanosegundos
Thread 1 is wrtting, Tiempo log, 15, 215200 nanosegundos
Thread 2 is writting, Tiempo log, 16, 253400 nanosegundos
Thread 1 is wrtting, Tiempo log, 16, 333300 nanosegundos
Thread 2 is writting, Tiempo log, 17, 308700 nanosegundos
Thread 1 is wrtting, Tiempo log, 17, 267100 nanosegundos
Thread 2 is writting, Tiempo log, 18, 242300 nanosegundos
Thread 1 is wrtting, Tiempo log, 18, 196800 nanosegundos
Thread 2 is writting, Tiempo log, 19, 193000 nanosegundos
Thread 1 is wrtting, Tiempo log, 19, 194100 nanosegundos
Thread 2 is writting, Tiempo log, 20, 231900 nanosegundos
Thread 1 is wrtting, Tiempo log, 20, 272400 nanosegundos
