Thread 2 is writting, Tiempo log, 1, 882300 nanosegundos
Thread 1 is wrtting, Tiempo log, 1, 1027500 nanosegundos
Thread 2 is writting, Tiempo log, 2, 263400 nanosegundos
Thread 1 is wrtting, Tiempo log, 2, 233500 nanosegundos
Thread 2 is writting, Tiempo log, 3, 235200 nanosegundos
Thread 1 is wrtting, Tiempo log, 3, 228500 nanosegundos
Thread 2 is writting, Tiempo log, 4, 224600 nanosegundos
Thread 1 is wrtting, Tiempo log, 4, 241100 nanosegundos
Thread 2 is writting, Tiempo log, 5, 227600 nanosegundos
Thread 1 is wrtting, Tiempo log, 5, 228400 nanosegundos
Thread 2 is writting, Tiempo log, 6, 225700 nanosegundos
Thread 1 is wrtting, Tiempo log, 6, 220000 nanosegundos
Thread 2 is writting, Tiempo log, 7, 269600 nanosegundos
Thread 1 is wrtting, Tiempo log, 7, 273700 nanosegundos
Thread 2 is writting, Tiempo log, 8, 219800 nanosegundos
Thread 1 is wrtting, Tiempo log, 8, 224900 nanosegundos
Thread 2 is writting, Tiempo log, 9, 263000 nanosegundos
Thread 1 is wrtting, Tiempo log, 9, 217200 nanosegundos
Thread 2 is writting, Tiempo log, 10, 225200 nanosegundos
Thread 1 is wrtting, Tiempo log, 10, 219300 nanosegundos
Thread 2 is writting, Tiempo log, 11, 261400 nanosegundos
Thread 1 is wrtting, Tiempo log, 11, 270200 nanosegundos
Thread 2 is writting, Tiempo log, 12, 183900 nanosegundos
Thread 1 is wrtting, Tiempo log, 12, 188800 nanosegundos
Thread 2 is writting, Tiempo log, 13, 199500 nanosegundos
Thread 1 is wrtting, Tiempo log, 13, 199200 nanosegundos
Thread 2 is writting, Tiempo log, 14, 230200 nanosegundos
Thread 1 is wrtting, Tiempo log, 14, 268400 nanosegundos
Thread 2 is writting, Tiempo log, 15, 242300 nanosegundos
Thread 1 is wrtting, Tiempo log, 15, 231900 nanosegundos
Thread 2 is writting, Tiempo log, 16, 281800 nanosegundos
Thread 1 is wrtting, Tiempo log, 16, 254600 nanosegundos
Thread 2 is writting, Tiempo log, 17, 211000 nanosegundos
Thread 1 is wrtting, Tiempo log, 17, 232400 nanosegundos
Thread 2 is writting, Tiempo log, 18, 234000 nanosegundos
Thread 1 is wrtting, Tiempo log, 18, 200900 nanosegundos
Thread 2 is writting, Tiempo log, 19, 236200 nanosegundos
Thread 1 is wrtting, Tiempo log, 19, 241300 nanosegundos
Thread 2 is writting, Tiempo log, 20, 232800 nanosegundos
Thread 1 is wrtting, Tiempo log, 20, 263200 nanosegundos
