Thread 1 is wrtting, Tiempo getFileLogger: 279000 nanosegundos
Thread 2 is writting, Tiempo getFileLogger: 278800 nanosegundos
Thread 1 is wrtting, Tiempo log, 1, 1218100 nanosegundos
Thread 2 is writting, Tiempo log, 1, 1272500 nanosegundos
Thread 1 is wrtting, Tiempo log, 2, 250800 nanosegundos
Thread 2 is writting, Tiempo log, 2, 285200 nanosegundos
Thread 1 is wrtting, Tiempo log, 3, 241400 nanosegundos
Thread 1 is wrtting, Tiempo log, 4, 154200 nanosegundos
Thread 2 is writting, Tiempo log, 3, 423500 nanosegundos
Thread 1 is wrtting, Tiempo log, 5, 240400 nanosegundos
Thread 1 is wrtting, Tiempo log, 6, 124700 nanosegundos
Thread 2 is writting, Tiempo log, 4, 401400 nanosegundos
Thread 1 is wrtting, Tiempo log, 7, 245100 nanosegundos
Thread 2 is writting, Tiempo log, 5, 232000 nanosegundos
Thread 1 is wrtting, Tiempo log, 8, 256900 nanosegundos
Thread 2 is writting, Tiempo log, 6, 272100 nanosegundos
Thread 1 is wrtting, Tiempo log, 9, 228500 nanosegundos
Thread 2 is writting, Tiempo log, 7, 206100 nanosegundos
Thread 1 is wrtting, Tiempo log, 10, 209500 nanosegundos
Thread 2 is writting, Tiempo log, 8, 237600 nanosegundos
Thread 1 is wrtting, Tiempo log, 11, 240100 nanosegundos
Thread 1 is wrtting, Tiempo log, 12, 121900 nanosegundos
Thread 2 is writting, Tiempo log, 9, 389400 nanosegundos
Thread 1 is wrtting, Tiempo log, 13, 211900 nanosegundos
Thread 2 is writting, Tiempo log, 10, 198600 nanosegundos
Thread 1 is wrtting, Tiempo log, 14, 185900 nanosegundos
Thread 2 is writting, Tiempo log, 11, 212900 nanosegundos
Thread 1 is wrtting, Tiempo log, 15, 262200 nanosegundos
Thread 2 is writting, Tiempo log, 12, 233400 nanosegundos
Thread 1 is wrtting, Tiempo log, 16, 220400 nanosegundos
Thread 2 is writting, Tiempo log, 13, 251800 nanosegundos
Thread 1 is wrtting, Tiempo log, 17, 233700 nanosegundos
Thread 2 is writting, Tiempo log, 14, 245400 nanosegundos
Thread 1 is wrtting, Tiempo log, 18, 249800 nanosegundos
Thread 2 is writting, Tiempo log, 15, 221500 nanosegundos
Thread 1 is wrtting, Tiempo log, 19, 197000 nanosegundos
Thread 2 is writting, Tiempo log, 16, 188800 nanosegundos
Thread 1 is wrtting, Tiempo log, 20, 199800 nanosegundos
Thread 2 is writting, Tiempo log, 17, 227300 nanosegundos
Thread 2 is writting, Tiempo log, 18, 98900 nanosegundos
Thread 2 is writting, Tiempo log, 19, 95400 nanosegundos
Thread 2 is writting, Tiempo log, 20, 107300 nanosegundos
