Thread 1 is wrtting, Tiempo log, 1, 1180000 nanosegundos
Thread 2 is writting, Tiempo log, 1, 1257800 nanosegundos
Thread 1 is wrtting, Tiempo log, 2, 237300 nanosegundos
Thread 2 is writting, Tiempo log, 2, 267600 nanosegundos
Thread 1 is wrtting, Tiempo log, 3, 251100 nanosegundos
Thread 2 is writting, Tiempo log, 3, 242700 nanosegundos
Thread 1 is wrtting, Tiempo log, 4, 235600 nanosegundos
Thread 2 is writting, Tiempo log, 4, 249600 nanosegundos
Thread 1 is wrtting, Tiempo log, 5, 199400 nanosegundos
Thread 2 is writting, Tiempo log, 5, 214200 nanosegundos
Thread 1 is wrtting, Tiempo log, 6, 220800 nanosegundos
Thread 2 is writting, Tiempo log, 6, 210600 nanosegundos
Thread 1 is wrtting, Tiempo log, 7, 294600 nanosegundos
Thread 2 is writting, Tiempo log, 7, 352700 nanosegundos
Thread 1 is wrtting, Tiempo log, 8, 322100 nanosegundos
Thread 2 is writting, Tiempo log, 8, 259900 nanosegundos
Thread 1 is wrtting, Tiempo log, 9, 233900 nanosegundos
Thread 2 is writting, Tiempo log, 9, 244600 nanosegundos
Thread 2 is writting, Tiempo log, 10, 127800 nanosegundos
Thread 2 is writting, Tiempo log, 11, 121700 nanosegundos
Thread 1 is wrtting, Tiempo log, 10, 575700 nanosegundos
Thread 2 is writting, Tiempo log, 12, 247700 nanosegundos
Thread 1 is wrtting, Tiempo log, 11, 230400 nanosegundos
Thread 2 is writting, Tiempo log, 13, 235000 nanosegundos
Thread 1 is wrtting, Tiempo log, 12, 242700 nanosegundos
Thread 2 is writting, Tiempo log, 14, 272200 nanosegundos
Thread 2 is writting, Tiempo log, 15, 107400 nanosegundos
Thread 1 is wrtting, Tiempo log, 13, 417500 nanosegundos
Thread 2 is writting, Tiempo log, 16, 251700 nanosegundos
Thread 1 is wrtting, Tiempo log, 14, 232000 nanosegundos
Thread 2 is writting, Tiempo log, 17, 259000 nanosegundos
Thread 1 is wrtting, Tiempo log, 15, 249200 nanosegundos
Thread 2 is writting, Tiempo log, 18, 245400 nanosegundos
Thread 1 is wrtting, Tiempo log, 16, 241300 nanosegundos
Thread 2 is writting, Tiempo log, 19, 245500 nanosegundos
Thread 1 is wrtting, Tiempo log, 17, 213600 nanosegundos
Thread 2 is writting, Tiempo log, 20, 194400 nanosegundos
Thread 1 is wrtting, Tiempo log, 18, 215500 nanosegundos
Thread 1 is wrtting, Tiempo log, 19, 89000 nanosegundos
Thread 1 is wrtting, Tiempo log, 20, 90100 nanosegundos
