Thread 2 is writting, Tiempo log, 1, 1248600 nanosegundos
Thread 1 is wrtting, Tiempo log, 1, 1380700 nanosegundos
Thread 2 is writting, Tiempo log, 2, 256400 nanosegundos
Thread 1 is wrtting, Tiempo log, 2, 342400 nanosegundos
Thread 2 is writting, Tiempo log, 3, 356100 nanosegundos
Thread 1 is wrtting, Tiempo log, 3, 261300 nanosegundos
Thread 2 is writting, Tiempo log, 4, 244500 nanosegundos
Thread 1 is wrtting, Tiempo log, 4, 282800 nanosegundos
Thread 2 is writting, Tiempo log, 5, 256200 nanosegundos
Thread 1 is wrtting, Tiempo log, 5, 247500 nanosegundos
Thread 2 is writting, Tiempo log, 6, 232900 nanosegundos
Thread 1 is wrtting, Tiempo log, 6, 234300 nanosegundos
Thread 2 is writting, Tiempo log, 7, 257900 nanosegundos
Thread 1 is wrtting, Tiempo log, 7, 267900 nanosegundos
Thread 2 is writting, Tiempo log, 8, 257200 nanosegundos
Thread 1 is wrtting, Tiempo log, 8, 256200 nanosegundos
Thread 2 is writting, Tiempo log, 9, 252300 nanosegundos
Thread 1 is wrtting, Tiempo log, 9, 220800 nanosegundos
Thread 2 is writting, Tiempo log, 10, 216800 nanosegundos
Thread 1 is wrtting, Tiempo log, 10, 280900 nanosegundos
Thread 2 is writting, Tiempo log, 11, 298800 nanosegundos
Thread 1 is wrtting, Tiempo log, 11, 256600 nanosegundos
Thread 2 is writting, Tiempo log, 12, 319200 nanosegundos
Thread 1 is wrtting, Tiempo log, 12, 318900 nanosegundos
Thread 2 is writting, Tiempo log, 13, 306600 nanosegundos
Thread 1 is wrtting, Tiempo log, 13, 319700 nanosegundos
Thread 2 is writting, Tiempo log, 14, 298700 nanosegundos
Thread 1 is wrtting, Tiempo log, 14, 278500 nanosegundos
Thread 2 is writting, Tiempo log, 15, 267000 nanosegundos
Thread 1 is wrtting, Tiempo log, 15, 279200 nanosegundos
Thread 2 is writting, Tiempo log, 16, 252900 nanosegundos
Thread 1 is wrtting, Tiempo log, 16, 242500 nanosegundos
Thread 2 is writting, Tiempo log, 17, 230300 nanosegundos
Thread 1 is wrtting, Tiempo log, 17, 243000 nanosegundos
Thread 2 is writting, Tiempo log, 18, 302000 nanosegundos
Thread 1 is wrtting, Tiempo log, 18, 274100 nanosegundos
Thread 2 is writting, Tiempo log, 19, 221500 nanosegundos
Thread 1 is wrtting, Tiempo log, 19, 254400 nanosegundos
Thread 2 is writting, Tiempo log, 20, 247600 nanosegundos
Thread 1 is wrtting, Tiempo log, 20, 229400 nanosegundos
