Thread 2 is writting, Tiempo getFileLogger: 270600 nanosegundos
Thread 1 is wrtting, Tiempo getFileLogger: 296500 nanosegundos
Thread 2 is writting, Tiempo log, 1, 1115200 nanosegundos
Thread 1 is wrtting, Tiempo log, 1, 1257200 nanosegundos
Thread 2 is writting, Tiempo log, 2, 268200 nanosegundos
Thread 1 is wrtting, Tiempo log, 2, 211600 nanosegundos
Thread 2 is writting, Tiempo log, 3, 220100 nanosegundos
Thread 1 is wrtting, Tiempo log, 3, 229400 nanosegundos
Thread 2 is writting, Tiempo log, 4, 208700 nanosegundos
Thread 1 is wrtting, Tiempo log, 4, 219300 nanosegundos
Thread 2 is writting, Tiempo log, 5, 199900 nanosegundos
Thread 1 is wrtting, Tiempo log, 5, 227900 nanosegundos
Thread 2 is writting, Tiempo log, 6, 232900 nanosegundos
Thread 1 is wrtting, Tiempo log, 6, 217800 nanosegundos
Thread 2 is writting, Tiempo log, 7, 256200 nanosegundos
Thread 1 is wrtting, Tiempo log, 7, 260300 nanosegundos
Thread 2 is writting, Tiempo log, 8, 230000 nanosegundos
Thread 1 is wrtting, Tiempo log, 8, 198600 nanosegundos
Thread 2 is writting, Tiempo log, 9, 198500 nanosegundos
Thread 1 is wrtting, Tiempo log, 9, 207100 nanosegundos
Thread 2 is writting, Tiempo log, 10, 209600 nanosegundos
Thread 1 is wrtting, Tiempo log, 10, 195500 nanosegundos
Thread 2 is writting, Tiempo log, 11, 189700 nanosegundos
Thread 1 is wrtting, Tiempo log, 11, 184400 nanosegundos
Thread 2 is writting, Tiempo log, 12, 188700 nanosegundos
Thread 1 is wrtting, Tiempo log, 12, 197600 nanosegundos
Thread 2 is writting, Tiempo log, 13, 203400 nanosegundos
Thread 1 is wrtting, Tiempo log, 13, 196400 nanosegundos
Thread 2 is writting, Tiempo log, 14, 217200 nanosegundos
Thread 1 is wrtting, Tiempo log, 14, 213800 nanosegundos
Thread 2 is writting, Tiempo log, 15, 199800 nanosegundos
Thread 1 is wrtting, Tiempo log, 15, 248200 nanosegundos
Thread 2 is writting, Tiempo log, 16, 274000 nanosegundos
Thread 1 is wrtting, Tiempo log, 16, 227300 nanosegundos
Thread 2 is writting, Tiempo log, 17, 215700 nanosegundos
Thread 1 is wrtting, Tiempo log, 17, 238000 nanosegundos
Thread 2 is writting, Tiempo log, 18, 206700 nanosegundos
Thread 1 is wrtting, Tiempo log, 18, 222800 nanosegundos
Thread 2 is writting, Tiempo log, 19, 221400 nanosegundos
Thread 1 is wrtting, Tiempo log, 19, 210900 nanosegundos
Thread 2 is writting, Tiempo log, 20, 204000 nanosegundos
Thread 1 is wrtting, Tiempo log, 20, 218400 nanosegundos
